MaritalStatus,ApplicationMode,ApplicationOrder,Course,Attendance,PrevQual,PreviousGrade,Nationality,MotherQual,FatherQual,MotherOcc,FatherOcc,AdmissionGrade,Displaced,SpecialNeeds,Debtor,TuitionUpToDate,Gender,Scholarship,Age,International,s1_credited,s1_enrolled,s1_eval,s1_approved,s1_grade,s1_wo_eval,s2_credited,s2_enrolled,s2_eval,s2_approved,s2_grade,s2_wo_eval,UnempRate,Inflation,GDP,financial_risk,vulnerability_idx,academic_distress,total_failures,age_x_scholarship,age_x_financial_risk,gdp_x_debtor,unemp_x_age,gdp_x_tuition,inflation_x_debtor,admission_vs_prevgrade,parent_qual_avg,parent_occ_avg,s1_approval_rate,s1_eval_rate,s1_credit_rate,s1_pass_efficiency,s1_eval_gap,s1_failed,low_grade_flag_s1,zero_grade_s1,s2_approval_rate,s2_eval_rate,s2_credit_rate,s2_pass_efficiency,s2_eval_gap,s2_failed,s1_to_s2_grade_delta,s1_to_s2_approved_delta,avg_grade,cum_approved,cum_failed,low_grade_flag_s2,zero_grade_s2,momentum_score,cum_efficiency,grade_per_approved,eval_participation_gap,Target
1,1,3,9147,1,1,125.0,1,1,38,7,7,120.1,0,0,1,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,1,1,1,1,0,19,-0.92,307.8,-0.92,0.3,-4.900000000000006,19.5,7.0,1.0,1.6,0.0,0.625,-3,0,0,0,0.8,2.0,0.0,0.4,-5,1,-0.4499999999999993,-1,10.975,9,1,0,0,0.5500000000000007,0.9,1.2194444444444443,-8,1
1,17,1,9500,1,1,150.0,1,37,19,8,4,130.8,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,0,0,0,0,0,0,0.0,333.6,0.79,-0.0,-19.19999999999999,28.0,6.0,1.0,1.1428571428571428,0.0,0.875,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,1.7750000000000004,1,12.8625,15,0,0,0,0.7750000000000004,1.0,0.8575,-1,0
1,1,1,171,1,1,141.0,1,19,19,5,10,135.8,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0,1,2,0,0,0,-0.0,294.5,-4.06,0.0,-5.199999999999989,19.0,7.5,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,1
1,17,4,9254,1,1,118.0,1,38,37,5,7,111.7,1,0,0,1,1,0,18,0,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,0,1,8,8,0,0,0.0,223.20000000000002,1.79,0.0,-6.299999999999997,37.5,6.0,0.5,2.0,0.0,0.25,-6,3,0,0,0.16666666666666666,2.0,0.0,0.08333333333333333,-6,5,0.3333333333333339,-2,11.833333333333332,4,8,0,0,2.333333333333334,0.3333333333333333,2.958333333333333,-12,1
1,1,2,9773,1,1,142.0,1,38,38,9,9,132.9,1,0,0,1,1,0,18,0,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,0,1,3,3,0,0,0.0,194.4,1.74,0.0,-9.099999999999994,38.0,9.0,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,0.5,1.8333333333333333,0.0,0.2727272727272727,-5,3,0.0,-3,12.333333333333334,9,3,0,0,3.0,0.75,1.3703703703703705,-7,0
1,17,3,9147,1,1,120.0,1,19,19,4,7,115.5,1,0,1,1,1,0,18,0,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,1,2,4,4,0,18,1.74,194.4,1.74,1.4,-4.5,19.0,5.5,0.6,1.6,0.0,0.375,-3,2,0,0,0.6,2.2,0.0,0.2727272727272727,-6,2,0.5238095238095237,0,10.595238095238095,6,4,0,0,0.5238095238095237,0.6,1.7658730158730158,-9,1
1,18,4,9254,1,1,106.0,1,19,37,7,7,106.0,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,0,2,7,7,21,0,-0.0,197.4,-3.12,-0.0,0.0,28.0,7.0,0.6666666666666666,1.3333333333333333,0.0,0.5,-2,2,0,0,0.16666666666666666,1.8333333333333333,0.0,0.09090909090909091,-5,5,0.5,-3,10.75,5,7,0,0,3.5,0.4166666666666667,2.15,-7,1
1,17,4,9773,1,1,121.0,1,1,19,9,8,120.3,1,0,1,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,1,3,0,0,19,19,3.51,169.1,3.51,1.4,-0.7000000000000028,10.0,8.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.33333333333333215,0,13.5,12,0,0,0,-0.33333333333333215,1.0,1.125,0,0
1,17,4,9500,1,1,150.0,1,38,37,9,9,130.8,0,0,0,1,1,1,22,0,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,0,1,0,0,22,0,-0.0,356.4,-0.92,0.0,-19.19999999999999,37.5,9.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.125,0.0,0.8888888888888888,-1,0,0.21269841269841372,1,14.94920634920635,15,0,0,0,-0.7873015873015863,1.0,0.9966137566137566,-1,0
2,39,1,8014,0,1,120.0,1,37,37,9,6,117.0,0,0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,0,0,0,0,0,0,0.0,356.40000000000003,1.74,0.0,-3.0,37.0,7.5,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.3333333333333339,0,11.833333333333332,12,0,0,0,-0.3333333333333339,1.0,0.986111111111111,-2,0
1,1,6,9853,1,1,114.0,1,19,19,9,9,110.2,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,0,1,2,2,0,0,0.0,216.0,1.74,0.0,-3.799999999999997,19.0,9.0,0.8333333333333334,1.3333333333333333,0.0,0.625,-2,1,0,0,0.8333333333333334,1.1666666666666667,0.0,0.7142857142857143,-1,1,0.0,0,12.2,10,2,0,0,0.0,0.8333333333333334,1.22,-3,1
1,39,1,9991,0,2,140.0,1,3,3,2,2,155.7,1,0,0,1,1,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,0,1,8,6,0,0,0.0,378.0,1.74,0.0,15.699999999999989,3.0,2.0,0.0,1.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,5,5,0.0,0,0.0,0,6,0,1,0.0,0.0,0.0,5,1
1,39,1,9003,1,4,160.0,1,3,3,4,2,180.4,0,0,1,1,1,0,24,0,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,1,1,8,8,0,24,1.79,297.6,1.79,0.5,20.400000000000006,3.0,3.0,0.5,1.4166666666666667,0.5,0.35294117647058826,-5,6,0,0,0.8333333333333334,1.1666666666666667,0.5833333333333334,0.7142857142857143,-2,2,1.1333333333333346,4,12.733333333333334,16,8,0,0,-2.8666666666666654,0.6666666666666666,0.7958333333333334,-7,1
2,39,1,8014,0,1,130.0,1,37,37,9,6,110.0,1,0,0,1,0,0,33,0,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,0,1,1,1,0,0,-0.0,310.2,-3.12,-0.0,-20.0,37.0,7.5,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,0.8333333333333334,1.8333333333333333,0.0,0.45454545454545453,-5,1,0.0,-1,11.0,11,1,0,0,1.0,0.9166666666666666,1.0,-6,0
1,42,1,9500,1,1,160.0,1,37,38,9,7,161.0,1,0,0,1,0,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,0,2,2,2,22,0,0.0,237.60000000000002,1.74,0.0,1.0,37.5,8.0,0.875,1.0,0.0,0.875,0,1,0,0,0.875,1.0,0.0,0.875,0,1,0.0,0,13.08,14,2,0,0,0.0,0.875,0.9342857142857143,0,0
1,39,1,9670,1,1,120.0,1,1,19,4,5,100.0,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,0,1,1,1,25,0,-0.0,235.0,-3.12,-0.0,-20.0,10.0,4.5,0.8,1.4,0.0,0.5714285714285714,-2,1,0,0,1.0,1.4,0.0,0.7142857142857143,-2,0,1.0999999999999996,1,11.05,9,1,0,0,0.09999999999999964,0.9,1.2277777777777779,-4,0
1,17,1,9070,1,1,124.0,1,19,38,4,0,117.6,1,0,0,1,1,0,20,0,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,0,1,1,1,0,0,0.0,152.0,0.32,0.0,-6.400000000000006,28.5,2.0,1.0,1.5,0.0,0.6666666666666666,-3,0,0,0,0.8333333333333334,1.0,0.0,0.8333333333333334,0,1,0.5333333333333332,-1,10.933333333333334,11,1,0,0,1.5333333333333332,0.9166666666666666,0.993939393939394,-3,0
1,39,1,9500,1,1,133.1,1,1,1,4,10,100.8,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0,0,16,14,0,0,0.0,333.6,0.79,-0.0,-32.3,1.0,7.0,0.0,2.5714285714285716,0.0,0.0,-11,7,0,1,0.0,1.0,0.0,0.0,0,7,0.0,0,0.0,0,14,0,1,0.0,0.0,0.0,-11,1
1,17,2,9773,1,1,133.1,41,19,1,9,9,105.0,1,0,0,0,0,0,21,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,1,2,0,0,0,21,0.0,186.9,0.0,0.0,-28.099999999999994,10.0,9.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.5,0,13.75,12,0,0,0,-0.5,1.0,1.1458333333333333,0,0
1,15,1,9130,1,1,133.1,41,1,1,4,4,100.0,0,0,0,1,0,0,26,1,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,0,0,11,10,0,0,0.0,231.4,3.51,0.0,-33.099999999999994,1.0,4.0,0.3333333333333333,1.1666666666666667,0.0,0.2857142857142857,-1,4,0,0,0.0,1.0,0.0,0.0,0,6,-12.0,-2,6.0,2,10,0,1,-10.0,0.16666666666666666,3.0,-1,1
2,39,1,9853,1,10,133.1,1,37,34,0,0,115.5,0,0,0,1,0,0,39,0,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,0,0,10,9,0,0,0.0,296.4,0.32,0.0,-17.599999999999994,35.5,0.0,0.5,2.0,0.0,0.25,-6,3,0,0,0.0,2.3333333333333335,0.0,0.0,-8,6,-12.666666666666666,-3,6.333333333333333,3,9,0,1,-9.666666666666666,0.25,2.111111111111111,-14,1
2,39,1,8014,0,1,133.1,1,37,19,9,9,114.0,0,0,0,1,0,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,0,0,0,0,0,0,-0.0,558.8,-1.7,0.0,-19.099999999999994,28.0,9.0,1.0,1.375,0.25,0.7272727272727273,-3,0,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0.4583333333333339,-2,12.104166666666668,14,0,0,0,2.458333333333334,1.0,0.8645833333333334,-4,0
1,1,5,9773,1,1,135.0,1,37,1,5,5,124.9,1,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,160.20000000000002,3.51,0.0,-10.099999999999994,19.0,5.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.33333333333333215,0,13.5,12,0,0,0,-0.33333333333333215,1.0,1.125,0,0
1,1,5,9500,1,1,132.0,1,37,37,7,7,120.3,1,0,0,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,0,2,0,0,18,0,0.0,223.20000000000002,1.79,0.0,-11.700000000000003,37.0,7.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.125,0.0,0.8888888888888888,-1,0,0.7277777777777796,1,14.11388888888889,15,0,0,0,-0.27222222222222037,1.0,0.940925925925926,-1,0
1,1,4,9500,1,1,115.0,1,3,3,2,2,111.5,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,2,3,11,10,0,38,0.79,264.1,0.0,-0.3,-3.5,3.0,2.0,0.5714285714285714,1.4285714285714286,0.0,0.4,-3,3,0,0,0.0,1.0,0.0,0.0,0,7,-11.96,-4,5.98,4,10,0,1,-7.960000000000001,0.2857142857142857,1.495,-3,1
1,53,1,9085,1,42,130.0,1,38,38,9,9,128.8,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,0,0,6,6,0,0,0.0,186.9,3.51,0.0,-1.1999999999999886,38.0,9.0,0.8,1.2,0.7,0.6666666666666666,-2,2,0,0,0.5555555555555556,1.5555555555555556,0.4444444444444444,0.35714285714285715,-5,4,0.5250000000000004,-3,13.1375,13,6,0,0,3.5250000000000004,0.6842105263157895,1.010576923076923,-7,1
1,1,4,171,1,1,133.1,1,1,1,9,10,110.0,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0,1,2,0,0,0,-0.0,324.0,-0.92,0.0,-23.099999999999994,1.0,9.5,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,0
2,39,1,8014,0,1,130.0,1,37,37,6,5,113.5,1,0,0,1,0,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0,1,14,12,0,0,-0.0,338.40000000000003,-3.12,-0.0,-16.5,37.0,5.5,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0.0,0.0,0.0,6,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,12,1
4,39,1,9003,1,12,133.1,1,37,37,9,6,160.0,0,0,0,1,0,0,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,0,0,0,0,0,0,-0.0,666.5,-4.06,0.0,26.900000000000006,37.0,7.5,1.0,1.0555555555555556,0.7222222222222222,0.9473684210526315,-1,0,0,0,1.0,1.0769230769230769,0.7692307692307693,0.9285714285714286,-1,0,-0.4008097165991895,-5,14.431174089068826,31,0,0,0,4.5991902834008105,1.0,0.4655217448086718,-2,0
1,18,1,9853,1,1,123.0,1,19,19,9,7,117.4,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0,1,14,12,0,0,0.0,210.9,2.02,0.0,-5.599999999999994,19.0,8.0,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0.0,0.0,0.0,6,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,12,1
1,51,1,9070,1,1,130.0,1,3,1,2,8,122.2,0,0,1,1,0,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,1,1,0,0,0,20,2.02,222.0,2.02,0.6,-7.799999999999997,2.0,5.0,1.0,1.2,0.4,0.8333333333333334,-2,0,0,0,1.0,1.0,0.45454545454545453,1.0,0,0,-0.7272727272727284,1,12.636363636363637,21,0,0,0,-1.7272727272727284,1.0,0.6017316017316018,-2,0
1,1,2,9238,1,1,122.0,1,37,38,4,7,118.2,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,0,1,14,12,0,0,-0.0,307.8,-0.92,0.0,-3.799999999999997,37.5,5.5,0.0,0.0,0.0,0.0,6,6,0,1,0.0,0.0,0.0,0.0,6,6,0.0,0,0.0,0,12,0,1,0.0,0.0,0.0,12,1
1,1,1,9085,1,1,113.0,1,1,1,4,4,106.7,1,0,0,1,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,0,1,4,4,0,0,-0.0,310.0,-4.06,0.0,-6.299999999999997,1.0,4.0,0.6666666666666666,2.5,0.0,0.26666666666666666,-9,2,0,0,0.6666666666666666,2.8333333333333335,0.0,0.23529411764705882,-11,2,-0.9499999999999993,0,13.725,8,4,0,0,-0.9499999999999993,0.6666666666666666,1.715625,-20,1
1,1,5,9500,1,1,111.0,1,3,4,4,3,108.2,1,0,0,1,0,0,20,0,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,0,1,3,3,0,0,0.0,248.0,1.79,0.0,-2.799999999999997,3.5,3.5,0.8571428571428571,1.2857142857142858,0.2857142857142857,0.6666666666666666,-2,1,0,0,0.7142857142857143,1.4285714285714286,0.0,0.5,-3,2,-0.966666666666665,-1,12.783333333333333,11,3,0,0,0.03333333333333499,0.7857142857142857,1.162121212121212,-5,1
1,1,1,9238,1,1,142.0,1,37,37,6,7,136.1,1,0,0,1,0,0,18,0,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,0,1,0,0,0,0,0.0,250.20000000000002,0.79,-0.0,-5.900000000000006,37.0,6.5,1.0,1.3333333333333333,0.0,0.75,-2,0,0,0,1.0,1.0,0.0,1.0,0,0,1.1428571428571423,0,14.428571428571429,12,0,0,0,1.1428571428571423,1.0,1.2023809523809523,-2,0
1,1,1,9085,1,1,131.0,1,19,19,9,9,139.8,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,0,1,0,0,0,0,0.0,205.20000000000002,1.74,0.0,8.800000000000011,19.0,9.0,1.0,1.2,0.0,0.8333333333333334,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,-0.5999999999999996,0,13.100000000000001,10,0,0,0,-0.5999999999999996,1.0,1.31,-1,0
1,1,3,9773,1,1,158.0,1,1,38,4,7,157.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,0,1,0,0,0,0,0.0,194.4,1.74,0.0,-1.0,19.5,5.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,-0.0952380952380949,0,12.619047619047619,12,0,0,0,-0.0952380952380949,1.0,1.0515873015873016,-1,0
1,17,2,9500,1,1,122.0,1,37,37,9,9,131.0,1,0,0,1,0,0,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,0,1,2,2,0,0,0.0,136.79999999999998,0.32,0.0,9.0,37.0,9.0,0.8571428571428571,1.0,0.0,0.8571428571428571,0,1,0,0,0.8571428571428571,1.0,0.0,0.8571428571428571,0,1,0.0,0,12.516666666666666,12,2,0,0,0.0,0.8571428571428571,1.0430555555555554,0,1
1,1,2,9085,1,1,140.0,1,37,38,9,7,137.0,0,0,0,1,0,0,18,0,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,0,0,0,0,0,0,-0.0,169.20000000000002,-3.12,-0.0,-3.0,37.5,8.0,1.0,2.4,0.0,0.4166666666666667,-7,0,0,0,1.0,1.2,0.0,0.8333333333333334,-1,0,-1.742857142857142,0,12.271428571428572,10,0,0,0,-1.742857142857142,1.0,1.2271428571428573,-8,0
1,1,1,9147,1,1,127.0,1,2,19,4,5,121.8,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,0,0,0,0,0,0,0.0,199.79999999999998,2.02,0.0,-5.200000000000003,10.5,4.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,1.4000000000000004,0,13.3,10,0,0,0,1.4000000000000004,1.0,1.33,0,0
1,17,1,9254,1,1,133.1,1,1,1,4,5,131.0,1,0,0,1,0,0,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,0,1,7,7,0,0,-0.0,197.4,-3.12,-0.0,-2.0999999999999943,1.0,4.5,0.5,2.0,0.0,0.25,-6,3,0,0,0.3333333333333333,2.0,0.0,0.16666666666666666,-6,4,0.0,-1,11.0,5,7,0,0,1.0,0.4166666666666667,2.2,-12,1
1,1,2,9147,1,1,120.0,1,19,19,9,7,118.6,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,0,1,1,1,0,0,-0.0,307.8,-0.92,0.0,-1.4000000000000057,19.0,8.0,1.0,1.6,0.0,0.625,-3,0,0,0,0.8,1.8,0.0,0.4444444444444444,-4,1,0.4499999999999993,-1,11.025,9,1,0,0,1.4499999999999993,0.9,1.225,-7,0
1,1,1,171,1,1,137.0,1,3,19,2,9,122.3,0,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0,0,2,0,0,0,0.0,205.20000000000002,1.74,0.0,-14.700000000000003,11.0,5.5,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0.0,0.0,0.0,0,1
1,1,1,9670,1,1,131.0,1,38,38,9,9,127.9,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,0,1,0,0,19,0,-0.0,178.6,-3.12,-0.0,-3.0999999999999943,38.0,9.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,1.3999999999999986,0,13.5,10,0,0,0,1.3999999999999986,1.0,1.35,0,0
1,1,1,9085,1,1,130.0,1,19,38,4,7,121.3,1,0,0,1,0,0,19,0,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,0,1,0,0,0,0,-0.0,294.5,-4.06,0.0,-8.700000000000003,28.5,5.5,1.0,2.5,0.0,0.4,-9,0,0,0,1.0,2.1666666666666665,0.0,0.46153846153846156,-7,0,-1.9666666666666668,0,13.183333333333334,12,0,0,0,-1.9666666666666668,1.0,1.0986111111111112,-16,0
1,17,6,9556,1,1,122.0,1,1,1,4,5,117.1,1,0,0,1,0,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,0,1,10,9,0,0,0.0,264.1,0.79,-0.0,-4.900000000000006,1.0,4.5,0.7142857142857143,1.7142857142857142,0.0,0.4166666666666667,-5,2,0,0,0.0,0.0,0.0,0.0,7,7,-12.1,-5,6.05,5,9,0,1,-7.1,0.35714285714285715,1.21,2,1
1,44,1,9085,1,39,160.0,1,37,37,9,9,160.0,1,0,0,1,0,0,20,0,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,0,1,1,1,0,0,0.0,248.0,1.79,0.0,0.0,37.0,9.0,1.0,1.1666666666666667,0.16666666666666666,0.8571428571428571,-1,0,0,0,0.8333333333333334,2.8333333333333335,0.16666666666666666,0.29411764705882354,-11,1,-0.38888888888888573,-1,13.972222222222223,11,1,0,0,0.6111111111111143,0.9166666666666666,1.2702020202020203,-12,0
1,17,3,9238,1,1,131.0,1,1,39,5,3,122.6,1,0,0,1,0,0,18,0,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,223.20000000000002,1.79,0.0,-8.400000000000006,20.0,4.0,1.0,1.1666666666666667,0.0,0.8571428571428571,-1,0,0,0,1.0,1.0,0.0,1.0,0,0,0.6666666666666661,0,13.333333333333332,12,0,0,0,0.6666666666666661,1.0,1.111111111111111,-1,0
1,17,6,9500,1,1,132.0,1,1,37,8,9,128.0,1,0,0,1,0,0,19,0,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,0,1,0,0,0,0,0.0,235.6,1.79,0.0,-4.0,19.0,8.5,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.125,0.0,0.8888888888888888,-1,0,1.5439682539682575,1,14.239126984126983,15,0,0,0,0.5439682539682575,1.0,0.9492751322751322,-1,0
1,1,3,9500,1,1,138.0,1,19,19,5,8,124.9,1,0,0,1,0,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,0,2,1,1,18,0,0.0,250.20000000000002,0.79,-0.0,-13.099999999999994,19.0,6.5,1.0,1.2857142857142858,0.0,0.7777777777777778,-2,0,0,0,0.875,1.125,0.0,0.7777777777777778,-1,1,0.5053571428571431,0,13.490178571428572,14,1,0,0,0.5053571428571431,0.9333333333333333,0.9635841836734694,-3,1
1,17,2,9070,1,1,130.0,1,37,37,9,9,123.7,1,0,0,1,0,0,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,0,1,0,0,0,0,0.0,136.79999999999998,0.32,0.0,-6.299999999999997,37.0,9.0,1.0,1.0,0.0,1.0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,0.6666666666666661,0,12.666666666666668,12,0,0,0,0.6666666666666661,1.0,1.0555555555555556,0,0
1,1,4,9147,1,1,126.0,1,1,19,4,8,120.1,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,0,1,0,0,0,0,0.0,169.1,3.51,0.0,-5.900000000000006,10.0,6.0,1.0,1.4,0.0,0.7142857142857143,-2,0,0,0,1.0,1.0,0.0,1.0,0,0,2.1999999999999993,0,13.5,10,0,0,0,2.1999999999999993,1.0,1.35,-2,0
1,17,6,9500,1,1,148.0,1,1,19,3,3,131.7,1,0,0,1,0,0,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,0,1,10,9,0,0,0.0,264.1,0.79,-0.0,-16.30000000000001,10.0,3.0,0.7142857142857143,1.1428571428571428,0.0,0.625,-1,2,0,0,0.0,1.0,0.0,0.0,0,7,-14.0,-5,7.0,5,9,0,1,-9.0,0.35714285714285715,1.4,-1,1
1,43,1,9238,1,1,130.0,1,38,37,9,7,133.2,0,0,0,1,0,0,20,0,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,0,0,0,0,0,0,0.0,152.0,0.32,0.0,3.1999999999999886,37.5,8.0,1.0,1.6666666666666667,0.5555555555555556,0.6,-6,0,0,0,1.0,1.1428571428571428,0.2857142857142857,0.875,-1,0,0.04761904761904745,-2,11.69047619047619,16,0,0,0,2.0476190476190474,1.0,0.7306547619047619,-7,0
1,1,1,9670,1,1,117.0,1,1,38,3,9,109.3,0,0,1,0,0,1,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,2,3,3,3,19,38,1.79,235.6,0.0,0.5,-7.700000000000003,19.5,6.0,0.8333333333333334,1.1666666666666667,0.0,0.7142857142857143,-1,1,0,0,0.6666666666666666,1.5,0.0,0.4444444444444444,-3,2,0.5,-1,12.25,9,3,0,0,1.5,0.75,1.3611111111111112,-4,1
1,17,1,9670,1,1,120.0,1,19,19,5,5,113.0,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,0,1,2,2,0,0,0.0,152.0,0.32,0.0,-7.0,19.0,5.0,0.8,1.4,0.0,0.5714285714285714,-2,1,0,0,0.8,1.0,0.0,0.8,0,1,-0.6999999999999993,0,11.85,8,2,0,0,-0.6999999999999993,0.8,1.48125,-2,0
